ownership_type,nexus_rating,energy_footprint,core_reactor_size,harvesting_space,vertical_alignment,power_chambers,energy_flow_design,upper_collector_height,shared_conversion_units,isolated_conversion_units,internal_collectors,external_collectors,ambient_harvesters,shielded_harvesters,efficiency_grade,grid_connections
1.0,6150000.0,47.0,6.0,28.8,2.0,2.0,,,0.0,1.0,,,1.0,0.0,1.0,1.0
1.0,6195000.0,39.0,9.0,19.0,5.0,1.0,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,6150000.0,37.6,10.0,19.0,6.0,1.0,,2.8,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
1.0,6150000.0,39.0,7.0,30.0,17.0,1.0,,2.75,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0
1.0,6150000.0,38.0,8.0,19.0,5.0,1.0,,2.74,1.0,0.0,1.0,0.0,,,2.0,2.0
1.0,6150000.0,37.6,7.0,19.0,6.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0
1.0,6200000.0,38.5,7.3,18.9,12.0,1.0,,,1.0,0.0,,,,,1.0,2.0
1.0,6250000.0,38.0,8.0,19.0,8.0,1.0,,2.8,1.0,0.0,,,,,2.0,2.0
1.0,6200000.0,32.0,,27.0,21.0,1.0,,,1.0,0.0,0.0,1.0,,,,2.0
1.0,6200000.0,39.0,8.0,21.0,9.0,1.0,,,0.0,1.0,,,0.0,1.0,,1.0
1.0,6200000.0,31.5,6.0,19.0,7.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,,1.0
1.0,6249000.0,46.6,6.3,28.8,2.0,2.0,1.0,,0.0,1.0,1.0,1.0,,,1.0,1.0
1.0,6200000.0,39.3,8.7,21.1,9.0,1.0,,2.6,0.0,1.0,1.0,0.0,,,1.0,1.0
1.0,6300000.0,33.0,6.5,20.0,2.0,1.0,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1.0,6300000.0,38.0,8.0,19.0,5.0,1.0,,,1.0,0.0,,,0.0,1.0,1.0,1.0
2.0,6300000.0,41.6,8.6,21.6,10.0,1.0,,2.64,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0
2.0,6300000.0,33.0,6.5,18.0,10.0,1.0,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,6350000.0,37.0,8.0,19.0,6.0,1.0,,2.75,1.0,0.0,1.0,1.0,,,1.0,2.0
3.0,4587145.0,31.7,,11.5,25.0,1.0,,,1.0,0.0,,,,,,1.0
0.0,5900000.0,33.0,11.0,14.5,3.0,1.0,,2.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,16199000.0,79.0,14.0,54.0,7.0,3.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,,2.0
,13991000.0,86.4,10.0,51.0,9.0,3.0,,,1.0,0.0,,,2.0,0.0,,1.0
,17246000.0,61.49,,,10.0,2.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3.0,20588400.0,77.4,11.6,47.0,3.0,2.0,,3.1,0.0,1.0,,,,,,1.0
3.0,22680000.0,100.8,17.0,51.4,20.0,2.0,,,1.0,1.0,,,0.0,1.0,,1.0
,30844000.0,104.58,,,7.0,3.0,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
,42000000.0,180.0,35.0,108.4,8.0,4.0,1.0,3.0,,,,,0.0,2.0,0.0,1.0
3.0,8917700.0,60.5,19.8,25.6,3.0,2.0,,2.7,0.0,2.0,1.0,0.0,1.0,0.0,,1.0
0.0,6500000.0,31.6,5.1,18.0,6.0,1.0,,2.64,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,6990000.0,33.0,,,6.0,1.0,,2.64,,,,,,,1.0,1.0
,8000000.0,31.4,6.0,18.0,1.0,1.0,,2.48,,,,,,,0.0,2.0
2.0,9750000.0,59.6,12.5,36.0,3.0,2.0,1.0,2.64,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0
3.0,18232800.0,85.6,11.1,39.6,13.0,2.0,,,1.0,1.0,,,0.0,2.0,,1.0
0.0,20490000.0,82.2,10.0,57.0,7.0,3.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3.0,22303300.0,82.3,11.5,47.8,17.0,2.0,,3.1,1.0,1.0,,,0.0,1.0,,1.0
3.0,25809000.0,122.9,15.5,71.2,3.0,3.0,,,1.0,1.0,,,0.0,2.0,,1.0
3.0,30067000.0,140.5,20.1,63.7,8.0,3.0,,,1.0,1.0,,,0.0,1.0,,1.0
3.0,30886050.0,126.8,,,2.0,3.0,,,,,,,,,,1.0
3.0,41825158.0,147.9,,,14.0,1.0,,3.0,,,,,0.0,1.0,,1.0
3.0,43712773.0,165.4,,,14.0,4.0,,,,,,,,,,1.0
0.0,12890000.0,78.0,10.5,47.0,8.0,3.0,1.0,2.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,7000000.0,31.6,5.0,19.7,4.0,1.0,,2.48,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2.0,8000000.0,43.3,14.4,12.1,16.0,1.0,,2.71,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0
,12900000.0,57.0,10.0,36.0,2.0,2.0,1.0,2.8,0.0,1.0,0.0,1.0,,,1.0,1.0
0.0,7000000.0,40.7,9.0,21.0,2.0,1.0,,2.64,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2.0,7400000.0,38.5,7.3,19.0,17.0,1.0,,2.74,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2.0,7800000.0,62.0,,,7.0,3.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2.0,7760000.0,31.5,7.0,19.0,6.0,1.0,,2.64,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
2.0,8200000.0,53.0,9.0,31.0,9.0,2.0,1.0,2.7,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
1.0,8700000.0,49.2,6.2,33.9,6.0,3.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,2.0
1.0,8800000.0,39.0,8.0,19.0,11.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,,1.0
1.0,9500000.0,49.5,6.0,33.9,2.0,3.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,2.0
1.0,9600000.0,60.0,6.0,41.7,2.0,3.0,,,0.0,1.0,1.0,0.0,1.0,0.0,,2.0
1.0,9800000.0,46.2,5.5,33.9,1.0,2.0,0.0,,1.0,0.0,1.0,0.0,,,1.0,2.0
1.0,10100000.0,59.0,7.0,42.0,7.0,3.0,1.0,2.5,0.0,1.0,,,0.0,1.0,1.0,2.0
1.0,10500000.0,59.0,6.0,42.0,2.0,3.0,2.0,,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0
1.0,10600000.0,50.4,12.0,28.0,9.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,2.0
1.0,10900000.0,64.0,6.0,45.0,3.0,3.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0
,16750000.0,68.0,24.0,16.12,11.0,3.0,1.0,3.2,0.0,2.0,1.0,0.0,,,0.0,1.0
3.0,33583895.0,123.4,,,10.0,3.0,,,,,,,,,,1.0
,41223826.0,124.06,,49.8,8.0,3.0,,,2.0,0.0,,,2.0,0.0,,1.0
3.0,41926800.0,112.4,11.9,65.0,18.0,4.0,,,,,,,,,,1.0
3.0,50163065.0,156.6,,,21.0,4.0,,,,,,,,,,1.0
,92000000.0,190.0,35.0,100.0,30.0,5.0,,,0.0,2.0,,,,,,1.0
,14668355.0,48.0,,,19.0,1.0,,3.0,,,,,,,,1.0
3.0,44866306.0,54.83,21.8,20.9,7.0,2.0,,3.2,1.0,0.0,1.0,0.0,,,,1.0
,117558924.0,152.6,,,3.0,4.0,,,0.0,3.0,,,0.0,1.0,,1.0
,150000000.0,460.0,,,5.0,6.0,,,0.0,4.0,,,,,,1.0
3.0,207600000.0,235.72,,,1.0,3.0,,4.17,,,,,,,,1.0
,399000000.0,793.0,,,11.0,4.0,,,0.0,4.0,,,,,,1.0
3.0,12565200.0,44.4,18.7,18.8,27.0,1.0,,3.1,1.0,1.0,,,,,,1.0
,32000000.0,55.8,4.4,38.7,7.0,3.0,,,0.0,1.0,,,1.0,0.0,,1.0
3.0,72559080.0,160.6,38.5,50.1,4.0,3.0,,3.35,2.0,1.0,,,,,,1.0
,86722125.0,198.2,,,3.0,6.0,,,0.0,2.0,,,1.0,0.0,,1.0
,104000000.0,217.0,,,7.0,4.0,,,0.0,2.0,,,,,,1.0
,115000000.0,182.1,,175.0,6.0,4.0,,,,,,,,,,1.0
,131928000.0,191.1,,,6.0,4.0,,,0.0,2.0,,,,,,1.0
,150000000.0,230.0,,,10.0,4.0,,,0.0,3.0,,,,,,1.0
,182621815.0,206.5,,,7.0,5.0,,,0.0,3.0,,,,,,1.0
3.0,388032000.0,451.2,,,5.0,4.0,,,,,,,,,,1.0
,20588700.0,72.7,,,4.0,2.0,,3.0,,,,,,,,1.0
3.0,20958593.0,98.67,28.4,44.4,17.0,3.0,,3.3,2.0,0.0,,,0.0,1.0,,1.0
,35000000.0,105.0,,,6.0,4.0,,,,,,,3.0,0.0,,1.0
,63762871.0,98.0,25.0,55.0,46.0,2.0,,,0.0,2.0,,,,,,1.0
,65175000.0,118.5,,,11.0,3.0,,,0.0,2.0,,,0.0,2.0,,1.0
,75000000.0,157.0,45.0,110.0,43.0,4.0,,,0.0,3.0,,,,,,1.0
,79900000.0,160.0,25.0,110.0,42.0,3.0,,,0.0,2.0,,,,,,1.0
,90000000.0,134.8,,,6.0,4.0,,,0.0,1.0,,,1.0,0.0,,1.0
,96000000.0,265.0,,,9.0,6.0,,,0.0,4.0,,,,,,1.0
,102144405.0,105.9,,,3.0,2.0,,,0.0,2.0,,,,,,1.0
,115000000.0,242.0,,,38.0,5.0,,,,,,,,,,1.0
,120000000.0,195.3,,,3.0,5.0,,,0.0,3.0,,,,,,1.0
,136192540.0,106.0,,,2.0,2.0,,,,,,,,,,1.0
,139287825.0,225.0,30.0,150.0,24.0,3.0,1.0,,2.0,0.0,0.0,1.0,,,3.0,2.0
,145000000.0,156.0,28.0,90.0,45.0,4.0,,,0.0,2.0,,,,,,1.0
,148573680.0,162.7,,,7.0,3.0,,,0.0,3.0,,,0.0,1.0,,1.0
3.0,4770457.0,40.0,,14.7,1.0,1.0,,,1.0,0.0,,,,,,1.0
,150000000.0,205.0,,,9.0,4.0,,,0.0,2.0,,,0.0,1.0,,1.0
,196943472.0,146.0,,,2.0,4.0,,,0.0,3.0,,,,,,1.0
3.0,328624569.0,357.0,,,32.0,5.0,,,,,,,,,,1.0
,482864460.0,276.0,,,4.0,6.0,,,0.0,4.0,,,,,,1.0
,2790000.0,12.5,,,2.0,1.0,,,,,,,,,,0.0
,6899000.0,54.0,10.0,30.0,9.0,2.0,1.0,,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
3.0,12021314.0,56.7,,31.1,14.0,2.0,,3.0,,,,,,,,1.0
,26767000.0,144.7,20.0,90.0,11.0,4.0,1.0,3.1,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0
,35000000.0,85.0,,,10.0,4.0,,,0.0,1.0,,,1.0,0.0,,1.0
,43000000.0,100.0,10.0,56.0,2.0,3.0,,,0.0,2.0,,,,,,1.0
,50000000.0,78.0,,,7.0,2.0,,,0.0,1.0,,,,,,1.0
,71900000.0,122.0,15.0,80.0,33.0,4.0,,,0.0,2.0,,,,,,1.0
,75150000.0,100.2,,,3.0,3.0,,,0.0,2.0,,,,,,1.0
3.0,80203200.0,121.52,,,4.0,2.0,,,,,,,,,,1.0
,87000000.0,205.0,25.0,164.0,7.0,4.0,,,0.0,3.0,,,1.0,0.0,,1.0
,93000000.0,165.3,,145.0,3.0,5.0,,,0.0,3.0,,,3.0,0.0,,1.0
,180000000.0,227.4,25.0,179.0,7.0,4.0,,,0.0,4.0,,,,,,1.0
,198098240.0,214.0,20.0,160.0,2.0,5.0,,,0.0,4.0,,,,,,1.0
,280587585.0,245.0,,,6.0,4.0,,,0.0,4.0,,,0.0,1.0,,1.0
,340481350.0,255.0,,,8.0,5.0,,,0.0,4.0,,,,,,1.0
,512579196.0,230.0,,,2.0,4.0,,,2.0,0.0,0.0,1.0,,,0.0,1.0
,6650000.0,42.0,8.0,30.0,3.0,2.0,0.0,,1.0,0.0,1.0,0.0,,,1.0,1.0
,7750000.0,42.0,8.0,30.0,4.0,2.0,,,1.0,1.0,,,,,2.0,1.0
,8350000.0,40.0,8.0,32.0,3.0,2.0,,,1.0,0.0,1.0,0.0,,,3.0,1.0
3.0,12894746.0,81.9,31.2,27.9,16.0,2.0,,,1.0,1.0,,,0.0,1.0,,1.0
,12843810.0,63.27,11.8,35.2,8.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0
3.0,12748400.0,62.4,,34.5,8.0,2.0,,2.95,,,,,,,,1.0
3.0,16340744.0,72.1,18.5,33.0,2.0,2.0,,3.1,1.0,1.0,1.0,0.0,1.0,0.0,,1.0
,16088800.0,84.5,13.5,46.2,12.0,3.0,,,1.0,1.0,,,0.0,2.0,,1.0
,5110378.0,35.5,9.4,18.3,4.0,1.0,,2.7,1.0,0.0,1.0,0.0,,,,1.0
,12000000.0,55.0,9.5,36.0,9.0,2.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0
3.0,15875079.0,75.6,,47.3,13.0,3.0,,3.0,,,,,,,,1.0
,29900000.0,135.0,,,10.0,1.0,,3.1,,,1.0,1.0,1.0,0.0,0.0,1.0
3.0,14170850.0,84.1,22.9,46.0,16.0,3.0,,2.72,0.0,2.0,1.0,1.0,,,,1.0
,8083250.0,77.5,,,4.0,2.0,,,,,,,,,,1.0
3.0,9894300.0,43.0,20.5,12.7,6.0,1.0,,2.85,1.0,0.0,1.0,0.0,1.0,0.0,,1.0
3.0,6902452.0,39.26,15.3,13.2,15.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,,1.0
1.0,8600000.0,59.0,10.0,37.0,14.0,2.0,1.0,2.74,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0
3.0,9982800.0,59.0,21.7,22.9,14.0,2.0,,2.72,0.0,2.0,1.0,0.0,,,,1.0
3.0,10110140.0,60.06,13.0,32.5,20.0,2.0,,,,,,,,,,1.0
3.0,11195780.0,53.8,15.4,23.2,21.0,2.0,,,2.0,0.0,1.0,0.0,,,,1.0
3.0,13263944.0,81.2,12.7,46.2,10.0,3.0,,,1.0,1.0,,,0.0,1.0,,1.0
3.0,4045140.0,19.8,5.1,9.4,14.0,1.0,,2.68,1.0,0.0,0.0,1.0,,,,1.0
,5979431.0,37.9,13.9,17.2,18.0,1.0,,,1.0,0.0,,,,,,1.0
3.0,6285530.0,42.1,16.0,15.2,23.0,1.0,,2.68,0.0,1.0,0.0,1.0,,,,1.0
,6479380.0,41.5,16.5,16.2,10.0,1.0,,,1.0,0.0,,,,,,1.0
3.0,6520505.0,37.56,11.3,16.1,3.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,,1.0
3.0,6754880.0,20.9,4.9,9.2,2.0,1.0,,2.85,1.0,0.0,1.0,0.0,,,,1.0
2.0,7200000.0,44.5,6.0,28.0,3.0,2.0,1.0,2.64,0.0,1.0,1.0,0.0,,,0.0,2.0
3.0,8042656.0,40.64,18.3,12.4,17.0,1.0,,2.72,1.0,0.0,1.0,0.0,,,,1.0
1.0,8200000.0,45.0,6.0,30.0,2.0,2.0,1.0,2.64,0.0,1.0,1.0,0.0,,,1.0,1.0
3.0,8658650.0,38.5,10.3,17.8,9.0,1.0,,2.85,1.0,0.0,1.0,0.0,1.0,0.0,,1.0
0.0,9300000.0,62.0,6.5,,9.0,3.0,1.0,2.5,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0
3.0,9518760.0,41.1,12.5,18.5,4.0,1.0,,2.85,1.0,0.0,1.0,0.0,1.0,0.0,,1.0
3.0,9580880.0,50.8,10.6,28.4,7.0,2.0,,2.72,0.0,2.0,1.0,0.0,,,,1.0
2.0,9750000.0,62.0,10.0,41.0,7.0,3.0,1.0,,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
3.0,10369980.0,47.7,19.6,13.7,25.0,1.0,,,1.0,0.0,0.0,1.0,,,,1.0
3.0,10834370.0,44.9,22.4,12.6,2.0,1.0,,2.85,1.0,0.0,1.0,0.0,1.0,0.0,,1.0
3.0,11489040.0,59.1,13.1,25.4,11.0,2.0,,,1.0,1.0,1.0,1.0,,,,1.0
3.0,11994800.0,62.5,11.7,35.5,18.0,2.0,,,,,,,0.0,1.0,,1.0
3.0,12640020.0,58.6,19.1,20.4,8.0,2.0,,2.85,0.0,2.0,0.0,1.0,1.0,0.0,,1.0
3.0,12747420.0,60.3,11.4,32.8,10.0,2.0,,2.85,0.0,2.0,0.0,1.0,,,,1.0
3.0,13135500.0,63.0,18.2,27.2,8.0,2.0,,2.85,0.0,2.0,0.0,1.0,1.0,0.0,,1.0
3.0,13682120.0,85.3,16.8,43.6,5.0,3.0,,2.72,0.0,2.0,1.0,1.0,,,,1.0
3.0,14064906.0,88.7,20.8,39.7,15.0,3.0,,,2.0,0.0,1.0,0.0,0.0,1.0,,1.0
3.0,14391210.0,97.7,,0.0,3.0,3.0,,3.2,,,,,,,,1.0
3.0,14829557.0,93.54,12.9,52.4,4.0,3.0,,,2.0,0.0,,,,,,1.0
3.0,15848600.0,72.7,12.8,41.6,16.0,3.0,,2.85,2.0,0.0,1.0,1.0,,,,1.0
3.0,16153920.0,85.2,12.5,47.5,29.0,3.0,,,2.0,0.0,1.0,1.0,,,,1.0
3.0,16870691.0,103.28,14.2,58.3,10.0,4.0,,,2.0,0.0,1.0,0.0,0.0,1.0,,1.0
0.0,11350000.0,53.7,9.0,28.4,8.0,2.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2.0,6600000.0,38.9,7.9,19.2,7.0,1.0,,2.64,1.0,0.0,,,,,1.0,1.0
0.0,10800000.0,72.0,8.0,52.0,2.0,3.0,1.0,2.8,0.0,1.0,1.0,0.0,,,0.0,2.0
1.0,16000000.0,110.0,,,16.0,4.0,,,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0
1.0,6300000.0,36.0,8.0,18.0,15.0,1.0,,2.48,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
2.0,6300000.0,32.9,7.7,17.8,9.0,1.0,,2.64,1.0,0.0,1.0,0.0,,,1.0,2.0
1.0,6400000.0,38.7,,,4.0,1.0,,,0.0,1.0,,,1.0,0.0,1.0,1.0
1.0,6400000.0,40.0,10.0,19.0,3.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,,1.0
1.0,6500000.0,40.5,9.0,21.0,3.0,1.0,,,0.0,1.0,,,0.0,1.0,,1.0
1.0,6500000.0,40.3,8.5,19.0,12.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
1.0,6500000.0,38.0,7.0,22.0,3.0,2.0,,,1.0,0.0,,,1.0,0.0,,1.0
1.0,6400000.0,32.5,5.5,21.0,5.0,1.0,,2.64,1.0,0.0,,,1.0,0.0,2.0,2.0
1.0,6400000.0,35.0,10.0,20.0,7.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,,1.0
1.0,6450000.0,37.0,14.0,13.0,13.0,1.0,,,,,0.0,1.0,1.0,0.0,0.0,2.0
2.0,6450000.0,39.0,9.0,19.0,4.0,1.0,,2.64,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,6500000.0,26.0,5.5,14.0,4.0,1.0,,,1.0,0.0,1.0,0.0,,,,1.0
1.0,6500000.0,23.0,4.0,19.0,12.0,1.0,,,0.0,1.0,1.0,0.0,,,,2.0
1.0,6500000.0,35.0,5.0,24.0,1.0,1.0,,,1.0,0.0,1.0,0.0,,,,1.0
2.0,6500000.0,34.5,9.0,19.1,8.0,1.0,,2.48,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.0,6500000.0,22.0,6.0,12.0,4.0,1.0,,,1.0,0.0,1.0,0.0,,,,1.0
,7100000.0,44.3,6.2,27.5,12.0,2.0,1.0,2.64,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
3.0,7463525.0,37.79,10.0,16.4,13.0,1.0,,3.0,1.0,0.0,,,0.0,1.0,,1.0
,9555000.0,64.0,18.0,30.0,4.0,2.0,1.0,,1.0,0.0,0.0,1.0,,,3.0,1.0
3.0,11968960.0,36.16,,22.0,7.0,1.0,,,1.0,0.0,,,,,,1.0
3.0,12548868.0,64.59,12.5,28.6,3.0,2.0,,3.0,,,,,0.0,1.0,,1.0
,16721400.0,62.0,,,11.0,2.0,,,,,,,,,,1.0
,18223640.0,75.7,,,7.0,3.0,,,,,,,,,,1.0
3.0,18888950.0,66.39,11.9,35.0,10.0,2.0,,3.0,,,,,0.0,1.0,,1.0
,20035348.0,89.3,,,9.0,2.0,,,,,,,,,,1.0
,20364500.0,84.5,,,8.0,2.0,,,,,,,,,,1.0
,24280715.0,128.1,,,4.0,4.0,,,,,,,,,,1.0
3.0,24314930.0,86.53,,76.3,12.0,3.0,,3.2,,,,,,,,1.0
,42000000.0,95.0,13.0,52.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,1.0,,,3.0,2.0
3.0,18678940.0,70.7,14.2,34.2,14.0,2.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0
3.0,15551250.0,75.4,,0.0,19.0,3.0,,3.5,1.0,1.0,,,,,,1.0
3.0,9464202.0,42.3,19.3,14.7,24.0,1.0,,3.5,1.0,0.0,0.0,1.0,,,,1.0
3.0,5637416.0,20.2,,0.0,30.0,1.0,,3.5,,,,,,,,1.0
3.0,5661149.0,24.6,,0.0,3.0,1.0,,3.5,,,,,,,,1.0
2.0,7300000.0,35.1,9.1,14.3,11.0,1.0,,2.64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1.0,7800000.0,32.9,6.0,20.4,5.0,1.0,,2.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
3.0,7973350.0,38.5,,,18.0,1.0,,,,,1.0,0.0,,,,1.0
3.0,8429400.0,37.8,18.1,11.0,16.0,1.0,,2.7,1.0,0.0,1.0,0.0,,,,1.0
3.0,8579170.0,39.7,17.7,12.1,2.0,1.0,,2.7,1.0,0.0,1.0,0.0,,,,1.0
,9900000.0,64.0,7.0,55.0,8.0,3.0,1.0,2.64,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
3.0,10231622.0,53.9,20.0,20.8,1.0,2.0,,2.7,0.0,2.0,0.0,1.0,,,,1.0
3.0,11416262.0,46.54,12.8,17.2,3.0,1.0,,3.0,1.0,0.0,,,0.0,1.0,,1.0
1.0,4950000.0,38.1,8.0,20.3,2.0,1.0,,,,,,,,,,0.0
3.0,12955394.0,78.2,18.6,,2.0,3.0,,,,,,,,,,0.0
3.0,12101700.0,37.7,,26.5,4.0,1.0,,,1.0,0.0,,,,,,1.0
2.0,12000000.0,73.0,10.0,50.0,12.0,3.0,1.0,2.64,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
3.0,13288353.0,79.0,,0.0,19.0,3.0,,3.5,,,,,,,,1.0
3.0,15362016.0,81.6,,0.0,12.0,3.0,,3.5,,,,,,,,1.0
3.0,16721320.0,68.53,12.4,35.0,2.0,2.0,,3.0,2.0,0.0,,,0.0,1.0,,1.0
3.0,16931107.0,68.45,12.4,31.8,2.0,2.0,,3.0,2.0,0.0,,,1.0,2.0,,1.0
1.0,17500000.0,81.19,15.1,43.3,5.0,3.0,1.0,,2.0,0.0,,,,,0.0,1.0
3.0,17586720.0,92.0,13.5,59.6,10.0,4.0,,3.5,1.0,1.0,,,,,,1.0
3.0,17821250.0,67.25,12.4,35.0,12.0,2.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0
3.0,19480920.0,80.4,6.0,41.0,8.0,3.0,,3.0,1.0,1.0,,,1.0,2.0,,1.0
3.0,22484115.0,76.28,15.0,35.3,4.0,2.0,,3.0,,,,,0.0,2.0,,1.0
3.0,22341197.0,87.09,15.3,44.3,12.0,3.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0
3.0,23300487.0,109.1,,0.0,27.0,4.0,,3.5,,,,,,,,1.0
,23703624.0,73.2,,,16.0,1.0,,,,,,,,,,1.0
,24002009.0,106.3,,,8.0,3.0,,,,,,,,,,1.0
,25389245.0,99.4,,,13.0,3.0,,,,,,,,,,1.0
,26960000.0,87.1,12.5,50.0,15.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
3.0,33875139.0,105.76,16.2,47.9,13.0,3.0,,3.0,2.0,0.0,,,0.0,2.0,,1.0
1.0,7150000.0,45.0,6.0,30.0,5.0,2.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
0.0,11500000.0,57.0,11.5,29.0,12.0,2.0,,2.55,0.0,1.0,,,0.0,1.0,2.0,2.0
2.0,4250000.0,40.0,9.0,19.0,12.0,1.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0
1.0,5200000.0,40.0,10.0,18.0,5.0,1.0,,,,,,,0.0,1.0,,1.0
1.0,5500000.0,38.0,,,13.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0
1.0,6230000.0,38.0,8.0,19.0,5.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,,1.0
,11100000.0,72.0,20.0,42.0,23.0,2.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
3.0,12307800.0,43.8,9.8,25.8,32.0,1.0,,3.1,1.0,0.0,,,,,,1.0
3.0,17642100.0,65.1,16.7,33.4,12.0,2.0,,3.1,1.0,1.0,,,,,,1.0
3.0,22276800.0,100.8,17.0,51.4,15.0,2.0,,,1.0,1.0,,,0.0,1.0,,1.0
,112000000.0,530.0,45.0,322.0,3.0,6.0,1.0,,4.0,2.0,1.0,0.0,,,3.0,1.0
3.0,31202830.0,126.8,,,3.0,3.0,,,,,,,,,,1.0
3.0,29722500.0,132.1,25.4,72.2,16.0,3.0,,,1.0,1.0,,,0.0,1.0,,1.0
3.0,41685451.0,166.4,,,7.0,4.0,,,,,,,,,,1.0
3.0,7859150.0,53.5,11.8,29.4,33.0,2.0,,2.7,1.0,0.0,1.0,0.0,,,,1.0
3.0,14418000.0,80.1,13.9,45.7,13.0,3.0,,2.7,2.0,0.0,0.0,1.0,1.0,0.0,,1.0
3.0,8255500.0,41.8,19.6,13.1,33.0,1.0,,2.7,1.0,0.0,1.0,0.0,,,,1.0
0.0,14700000.0,51.0,9.5,31.0,10.0,2.0,,2.64,0.0,1.0,,,1.0,0.0,2.0,1.0
3.0,16523000.0,53.3,7.0,30.6,8.0,2.0,,3.1,1.0,0.0,,,,,,1.0
,18500000.0,80.0,10.1,55.4,14.0,3.0,2.0,2.64,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
3.0,21086325.0,67.55,,,12.0,1.0,,3.0,,,,,0.0,1.0,,1.0
3.0,21263500.0,98.9,16.9,50.6,2.0,2.0,,,0.0,1.0,,,0.0,2.0,,1.0
,25500000.0,72.4,10.0,41.1,4.0,3.0,1.0,2.64,,,,,2.0,0.0,3.0,1.0
3.0,29926500.0,140.5,20.1,63.7,7.0,3.0,,,1.0,1.0,,,0.0,1.0,,1.0
0.0,9770000.0,51.0,6.0,34.0,7.0,3.0,2.0,2.64,0.0,1.0,,,0.0,1.0,1.0,1.0
